exercise_name,muscle_group,difficulty,equipment,duration_min
30 Arms Underhand Cable Straight-Bar Push-Down,triceps,2,cable,40
30 Arms Single-Arm Reverse-Grip Cable Push-Down,triceps,2,cable,40
30 Arms Cable V-Bar Push-Down,triceps,2,cable,40
30 Arms Cable Straight-Bar Push-Down,triceps,2,cable,40
30 Arms Cable Rope Push-Down,triceps,2,cable,40
30 Arms Cable Rope Overhead Triceps Extension,triceps,2,cable,40
BFR underhand straight-bar push-down,triceps,2,cable,40
BFR overhand straight-bar push-down,triceps,2,cable,40
BFR cable rope push-down,triceps,2,cable,40
Triceps Pressdown,triceps,2,cable,40
Machine Triceps Extension,triceps,2,machine,40
Smith machine end-grip shoulder press,triceps,2,machine,40
Assist machine triceps push-down,triceps,2,machine,40
Smith machine close-grip bench press-,triceps,2,machine,40
Machine Triceps Extension - Gethin Variation,triceps,2,machine,40
Overhead Machine Triceps Extension - Gethin Variation,triceps,2,machine,40
30 Arms Machine Triceps Dip,triceps,2,machine,40
Triceps dip,triceps,2,bodyweight,40
Weighted bench dip,triceps,2,bodyweight,40
Push-Ups - Close Triceps Position,triceps,2,bodyweight,40
Parallel Bar Dip,triceps,2,bodyweight,40
Ring dip,triceps,2,bodyweight,40
Feet-elevated bench dip,triceps,2,bodyweight,40
Bodyweight triceps press,triceps,2,bodyweight,40
Standing Towel Triceps Extension,triceps,1,bodyweight,40
Tricep Side Stretch,triceps,2,bodyweight,20
Triceps Stretch,triceps,2,bodyweight,20
Overhead Triceps,triceps,1,bodyweight,20
Russian Bar Dip,triceps,2,bodyweight,40
Straight-arm plank with kick-back,triceps,2,bodyweight,40
TBS Dip,triceps,2,bodyweight,40
Bench Dips - Gethin Variation,triceps,2,bodyweight,40
Banded dip,triceps,2,bodyweight,40
Bench Dip - Gethin Variation,triceps,2,bodyweight,40
HM Chair Dip,triceps,2,bodyweight,40
Bench dip,triceps,2,bodyweight,40
Holman Step Triceps Dip,triceps,2,bodyweight,40
Holman Chair Triceps Dip,triceps,2,bodyweight,40
Bodyweight Triceps Rope Press,triceps,2,bodyweight,40
Holman Heavy Triceps Overhead Press,triceps,2,bodyweight,40
Holman Couch Triceps Dip,triceps,2,bodyweight,40
FYR2 Triceps Push-Up,triceps,2,bodyweight,40
30 Arms Triceps Dip,triceps,2,bodyweight,40
30 Arms Close-Grip Push-Up,triceps,2,bodyweight,40
30 Arms BFR Close-Grip Push-Up,triceps,2,bodyweight,40
Supine Chest Throw,triceps,1,medicine ball,25
Decline EZ-bar skullcrusher,triceps,2,e-z curl bar,40
EZ-Bar Skullcrusher,triceps,2,e-z curl bar,40
EZ-bar skullcrusher-,triceps,2,e-z curl bar,40
Lying Close-Grip Barbell Triceps Press To Chin,triceps,1,e-z curl bar,40
EZ-Bar Skullcrusher - Gethin Variation,triceps,2,e-z curl bar,40
TBS Skullcrusher,triceps,2,e-z curl bar,40
30 Arms EZ-Bar Skullcrusher,triceps,2,e-z curl bar,40
