exercise_name,muscle_group,difficulty,equipment,duration_min
Holman Narrow Push-Up,chest,2,bodyweight,40
Holman Dynamo Push-Up,chest,2,bodyweight,40
Holman Jump to Push-Up,chest,2,bodyweight,40
Holman Foot-Elevated Push-Up,chest,2,bodyweight,40
Holman Feet-Elevated Push-Up,chest,2,bodyweight,40
Total Fitness Plyo Push-Up,chest,2,bodyweight,40
Scapular push-up,chest,2,bodyweight,40
King Maker Push-up,chest,2,bodyweight,40
Warrior push-up,chest,2,bodyweight,40
Taylor Roll-Over Push-Up,chest,2,bodyweight,40
Taylor One-Arm Push-Up Slow Negative,chest,2,bodyweight,40
30 Chest Push-Up To Isometric Hold,chest,2,bodyweight,40
30 Chest Push-Up,chest,2,bodyweight,40
30 Chest Bench Push-Up,chest,2,bodyweight,40
MetaBurn 3-Phase Push-Up,chest,2,bodyweight,40
MetaBurn Fast Feet To Push-Up,chest,2,bodyweight,40
MetaBurn Judo Push-Up To Pike Push-Up,chest,2,bodyweight,40
MetaBurn Pike Push-Up,chest,2,bodyweight,40
MetaBurn Push-Up To Frogger,chest,2,bodyweight,40
MetaBurn Push-Up With Hand Side-Step,chest,2,bodyweight,40
MetaBurn Push-Up With Hand-Up Rotation,chest,2,bodyweight,40
MetaBurn Sphinx Push-Up,chest,2,bodyweight,40
MetaBurn Spiderman Push-Up,chest,2,bodyweight,40
Roberston Push-up to Down Dog,chest,2,bodyweight,40
FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,chest,2,bodyweight,40
ACFT Hand-release push-up,chest,2,bodyweight,40
1.5-rep push-up,chest,2,bodyweight,40
ACFT Triple-clap push-up,chest,2,bodyweight,40
ACFT Superman push-up,chest,2,bodyweight,40
Cross-over push-up,chest,2,bodyweight,40
Leverage Incline Chest Press,chest,1,machine,40
Butterfly,chest,2,machine,40
Leverage Chest Press,chest,1,machine,40
Decline Smith Press,chest,1,machine,40
Smith machine bench press,chest,2,machine,40
Leverage Decline Chest Press,chest,1,machine,40
Machine chest press,chest,2,machine,40
Smith Machine Incline Bench Press,chest,2,machine,40
Smith Machine Close-Grip Bench Press,chest,2,machine,40
Smith Machine Decline Press,chest,1,machine,40
Smith machine bench press throw,chest,1,machine,40
Machine chest fly,chest,2,machine,40
Machine bench press,chest,2,machine,40
Machine Seated Chest Press - Gethin Variation,chest,2,machine,40
Smith machine weighted push-up,chest,2,machine,40
Smith machine incline bench press-,chest,2,machine,40
Smith machine decline bench press,chest,2,machine,40
AM Pec Dec,chest,2,machine,40
30 Chest Machine Flat Chest Press,chest,2,machine,40
Smith machine push-up,chest,2,machine,40
30 Chest Smith Machine Incline Chest Press,chest,2,machine,40
30 Chest Smith Machine Chest Press,chest,2,machine,40
30 Chest Machine Incline Chest Press,chest,2,machine,40
30 Chest Machine Fly,chest,2,machine,40
30 Chest 30-Degree Incline Smith Machine Press,chest,2,machine,40
Low-cable cross-over,chest,2,cable,40
Incline cable chest fly,chest,2,cable,40
Cable Crossover,chest,2,cable,40
Incline cable chest press,chest,1,cable,40
Cable Chest Press,chest,1,cable,40
Single-arm cable cross-over,chest,2,cable,40
Cable cross-over,chest,1,cable,40
Standing Cable Chest Press,chest,1,cable,40
Lying cable chest fly,chest,2,cable,40
Paul Carter Cable Cross-Over,chest,2,cable,40
One-Arm Cable Crossover - Gethin Variation,chest,2,cable,40
Incline Cable Fly - Gethin Variation,chest,2,cable,40
Cable Cross-Over - Gethin Variation,chest,2,cable,40
Seated cable chest fly,chest,2,cable,40
Single-arm incline cable cross-over-,chest,2,cable,40
High-to-low cable chest fly,chest,2,cable,40
UP Cable Cross-Over,chest,2,cable,40
UP Cable Fly,chest,2,cable,40
30 Chest Low-To-High Cable Fly,chest,2,cable,40
30 Chest Incline Cable Fly,chest,2,cable,40
30 Chest Incline Cable Chest Press,chest,2,cable,40
30 Chest High-To-Low Cable Press,chest,2,cable,40
30 Chest High-To-Low Cable Fly,chest,2,cable,40
30 Chest Shoulder-Height Cable Fly,chest,2,cable,40
Cable Pec Fly,chest,2,cable,40
Chest Push (multiple response),chest,1,medicine ball,25
Medicine Ball Chest Pass,chest,2,medicine ball,25
Medicine ball sprawl to chest press,chest,2,medicine ball,40
Medicine ball push-up,chest,2,medicine ball,40
Chest Push (single response),chest,1,medicine ball,25
Chest Push with Run Release,chest,1,medicine ball,25
Chest Push from 3 point stance,chest,1,medicine ball,25
Dumbbell Bench Press,chest,2,dumbbell,40
Dumbbell Flyes,chest,2,dumbbell,40
Incline dumbbell bench press,chest,2,dumbbell,40
Decline Dumbbell Flyes,chest,2,dumbbell,40
Reverse-grip incline dumbbell bench press,chest,1,dumbbell,40
Incline Dumbbell Flyes,chest,2,dumbbell,40
Neutral-grip dumbbell bench press,chest,2,dumbbell,40
Decline dumbbell bench press,chest,2,dumbbell,40
Single-arm kettlebell row,chest,2,dumbbell,40
Hammer Grip Incline DB Bench Press,chest,1,dumbbell,40
Straight-arm dumbbell pull-over,chest,2,dumbbell,40
Incline Dumbbell Bench With Palms Facing In,chest,1,dumbbell,40
Incline Dumbbell Flyes - With A Twist,chest,1,dumbbell,40
Bent-arm dumbbell pull-over,chest,2,dumbbell,40
Close-grip dumbbell bench press,chest,2,dumbbell,40
Single-dumbbell push-up,chest,2,dumbbell,40
One-Arm Flat Bench Dumbbell Flye,chest,1,dumbbell,40
Dumbbell Fix Dumbbell Floor Chest Fly,chest,2,dumbbell,40
Dumbbell Fix Traveling Push-Up,chest,2,dumbbell,40
Incline dumbbell chest fly,chest,2,dumbbell,40
Paul Carter Dumbbell Shrug,chest,2,dumbbell,40
Dumbbell push-up row,chest,2,dumbbell,40
TBS Dumbbell Incline Press,chest,2,dumbbell,40
Incline Dumbbell Fly - Gethin Variation,chest,2,dumbbell,40
Dumbbell bench press-,chest,2,dumbbell,40
Decline dumbbell fly and press,chest,2,dumbbell,40
Incline dumbbell fly and press,chest,2,dumbbell,40
Single-arm decline dumbbell bench press,chest,2,dumbbell,40
Single-arm incline dumbbell bench press,chest,2,dumbbell,40
Incline Dumbbell Press - Gethin Variation,chest,2,dumbbell,40
Dumbbell Chest Press - Gethin Variation,chest,2,dumbbell,40
Dumbbell Floor Press - Gethin Variation,chest,2,dumbbell,40
Decline Dumbbell Press - Gethin Variation,chest,2,dumbbell,40
Dumbbell chest fly,chest,2,dumbbell,40
Machine rear delt fly,chest,2,dumbbell,40
AM Dumbbell Bench Press,chest,2,dumbbell,40
UP Incline Dumbbell Press,chest,2,dumbbell,40
UP Incline Dumbbell Fly,chest,2,dumbbell,40
Holman Push-Up to Belly Touch,chest,2,dumbbell,40
Single-arm dumbbell floor press,chest,2,dumbbell,40
Total Fitness Weighted Push-Up,chest,2,dumbbell,40
King Maker Standing Dumbbell Shoulder Press,chest,2,dumbbell,40
30 Chest Incline Dumbbell Fly,chest,2,dumbbell,40
30 Chest Incline Dumbbell Bench Press,chest,2,dumbbell,40
30 Chest Dumbbells-Together Press,chest,2,dumbbell,40
30 Chest Dumbbells-Together Incline Bench Press,chest,2,dumbbell,40
30 Chest Dumbbell Fly,chest,2,dumbbell,40
30 Chest Dumbbell Bench Press,chest,2,dumbbell,40
30 Chest 30-Degree Incline Dumbbell Fly,chest,2,dumbbell,40
FYR2 Single-Dumbbell Push-Up,chest,2,dumbbell,40
Bodyweight Flyes,chest,1,e-z curl bar,40
Close-grip EZ-bar bench press,chest,2,e-z curl bar,40
Chest dip,chest,2,other,40
Drop Push,chest,1,other,25
Forward Drag with Press,chest,1,other,45
Chain Press,chest,1,other,30
Behind Head Chest Stretch,chest,1,other,20
Pass-through stretch with band,chest,1,other,20
Weighted Push-Up,chest,2,other,40
Heavy Bag Thrust,chest,1,other,25
Decline Explosive Push-Up,chest,1,other,25
Suspended Chest Fly,chest,1,other,40
Svend press,chest,1,other,40
Bar Push-Up Smith Machine,chest,1,other,25
Plate-weighted push-up,chest,2,other,40
Double-bar roll-out chest fly,chest,2,other,40
Holman Plate Dynamo Push-Up,chest,2,other,40
Holman Towel Drag Two Steps to Push-Up,chest,2,other,40
Taylor Val Slide Push-Up/Fly Combo,chest,2,other,40
Exercise ball chest stretch,chest,1,exercise ball,20
Bosu Ball Push-Up,chest,1,exercise ball,40
Feet-elevated push-up on ball,chest,2,exercise ball,40
Standing alternating band speed row,forearms,2,bands,40
Band roundhouse elbow,forearms,2,bands,40
Palms-down wrist curl over bench,forearms,2,barbell,40
Palms-up wrist curl over bench,forearms,2,barbell,40
Standing behind-the-back wrist curl,forearms,1,barbell,40
Seated finger curl,forearms,1,barbell,40
Seated palms-up wrist curl,forearms,2,barbell,40
Bottoms-Up Clean From The Hang Position,forearms,1,kettlebells,40
Seated One-Arm Dumbbell Palms-Up Wrist Curl,forearms,1,dumbbell,40
Palms-Up Dumbbell Wrist Curl Over A Bench,forearms,1,dumbbell,40
Seated palms-down wrist curl,forearms,1,dumbbell,40
Palms-Down Dumbbell Wrist Curl Over A Bench,forearms,1,dumbbell,40
Seated One-Arm Dumbbell Palms-Down Wrist Curl,forearms,1,dumbbell,40
Seated Dumbbell Palms-Up Wrist Curl,forearms,1,dumbbell,40
Partner farmer's walk,forearms,1,dumbbell,40
Dumbbell suitcase carry,forearms,2,dumbbell,40
Suitcase Dumbbell Carry,forearms,2,dumbbell,40
Side plank with dumbbell external rotation,forearms,2,dumbbell,40
Rickshaw Carry,forearms,1,other,45
Dumbbell farmer's walk,forearms,2,other,45
Wrist Roller,forearms,1,other,40
Standing Olympic Plate Hand Squeeze,forearms,1,other,40
Plate Pinch,forearms,1,other,40
Landmine Press and Catch,forearms,2,other,40
Plate halo,forearms,2,other,40
Bryant Wrist Curl,forearms,2,other,40
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,forearms,1,cable,40
Cable Wrist Curl,forearms,1,cable,40
Single-arm cable push-down,forearms,2,cable,40
Wrist Circles,forearms,1,bodyweight,20
Kneeling Forearm Stretch,forearms,1,bodyweight,20
Hip Extension with Bands,glutes,1,bands,40
Hip Lift with Band,glutes,1,bands,30
HM Monster Walk,glutes,2,bands,40
UNS Banded Glute Bridge,glutes,2,bands,40
FYR2 Banded Glute Bridge,glutes,2,bands,40
Piriformis SMR,glutes,2,foam roll,20
Barbell glute bridge,glutes,2,barbell,30
Barbell Hip Thrust,glutes,2,barbell,30
Kneeling Squat,glutes,1,barbell,30
Kneeling Jump Squat,glutes,1,barbell,30
UN Rear Foot Elevated Split Squat,glutes,2,barbell,40
Kettlebell thruster,glutes,2,kettlebells,40
Taylor Kettlebell Swing,glutes,2,kettlebells,40
UN Goblet Squat,glutes,2,kettlebells,40
Single-arm triceps kick-back,glutes,2,dumbbell,40
Holman Lateral High Knees to Quad Touch Jump,glutes,2,dumbbell,40
FYR2 Dumbbell Hip Thrust,glutes,2,dumbbell,40
FYR2 Glute Bridge Dumbbell Floor Press,glutes,2,dumbbell,40
Suspended Hip Thrust,glutes,1,other,40
Single-leg cable hip extension,glutes,2,cable,40
Pull Through,glutes,1,cable,40
Cable rope pull-through deadlift,glutes,2,cable,40
UNS Cable Pull-Through,glutes,2,cable,40
30 Legs Glute-Ham Raise,glutes,2,machine,40
Glute bridge,glutes,2,bodyweight,40
Single-leg glute bridge,glutes,2,bodyweight,40
Step-up with knee raise,glutes,2,bodyweight,40
Glute Kickback,glutes,1,bodyweight,40
Standing hip extension,glutes,1,bodyweight,40
Lying glute stretch,glutes,2,bodyweight,20
Knee Across The Body,glutes,2,bodyweight,20
Seated Glute,glutes,1,bodyweight,20
Lying Glute,glutes,1,bodyweight,20
One Knee To Chest,glutes,2,bodyweight,20
Seated Glute Stretch,glutes,1,bodyweight,20
Neck Bridge Supine,glutes,1,bodyweight,40
Walking High Knee,glutes,2,bodyweight,40
Walking Butt Kicks,glutes,2,bodyweight,40
Walking Glute Stretch,glutes,2,bodyweight,40
Lunge kick,glutes,2,bodyweight,40
Curtsy lunge,glutes,2,bodyweight,40
Alternating standing glute stretch,glutes,2,bodyweight,20
Side-lying leg lift,glutes,2,bodyweight,40
FYR Progressive High Knee,glutes,2,bodyweight,40
Glute-Ham Raise - Gethin Variation,glutes,2,bodyweight,40
Lunge glute stretch,glutes,2,bodyweight,20
Natural Glute Ham Raise - Gethin Variation,glutes,2,bodyweight,40
Groiner,glutes,2,bodyweight,40
HM Alternating Donkey Kick,glutes,2,bodyweight,40
HM Alternating Slow Step-Down With Chair,glutes,2,bodyweight,40
HM Right Side Iron Cross,glutes,2,bodyweight,40
HM Single-Leg Bridge,glutes,2,bodyweight,40
HM Hi-Low,glutes,2,bodyweight,40
HM Kick-Back,glutes,2,bodyweight,40
HM Left Side Iron Cross,glutes,2,bodyweight,40
HM Left Side-Kick,glutes,2,bodyweight,40
HM Leg Lifts,glutes,2,bodyweight,40
Walking lunge,glutes,2,bodyweight,40
High Plyometric Box Jump,glutes,2,bodyweight,40
Barbell hip thrust-,glutes,2,bodyweight,40
UN Glute Bridge,glutes,2,bodyweight,40
Holman Donkey Kick,glutes,2,bodyweight,40
Holman Hip Raise with Alternating Kick,glutes,2,bodyweight,40
Holman Left Leg Donkey Kick,glutes,2,bodyweight,40
Holman Diagonal Right Leg Step-Out to Right Knee-Up,glutes,2,bodyweight,40
Holman Right Leg Donkey Kick,glutes,2,bodyweight,40
Holman Butt Tap to Jump,glutes,2,bodyweight,40
Holman Butt Tap to Jump-Forward-Jump-Back,glutes,2,bodyweight,40
Holman Traveling High Knees to Squat Thrust,glutes,2,bodyweight,40
Holman Butt Kicker to High Knees,glutes,2,bodyweight,40
Holman Daisy Cutter,glutes,2,bodyweight,40
Holman Frogger,glutes,2,bodyweight,40
Holman Hip Raise with Chest Press,glutes,2,bodyweight,40
Total Fitness Bear Crawl,glutes,2,bodyweight,40
Pigeon stretch,glutes,2,bodyweight,40
Levitating side kick-through,glutes,2,bodyweight,40
30 Legs Hip Thrust,glutes,2,bodyweight,40
Dumbbell single-leg hip thrust,glutes,2,bodyweight,40
Medicine ball duck walk,glutes,2,medicine ball,40
Exercise ball hip thrust,glutes,2,exercise ball,40
Downward Facing Balance,glutes,1,exercise ball,40
Band Good Morning (Pull Through),hamstrings,1,bands,30
Standing Hamstring and Calf Stretch,hamstrings,2,bands,20
Hamstring-SMR,hamstrings,1,foam roll,20
Barbell Deadlift,hamstrings,2,barbell,40
Clean Deadlift,hamstrings,1,barbell,30
Sumo deadlift,hamstrings,1,barbell,30
Romanian Deadlift from Deficit,hamstrings,1,barbell,30
Power Snatch,hamstrings,1,barbell,30
Power Clean from Blocks,hamstrings,1,barbell,30
Snatch Deadlift,hamstrings,1,barbell,30
Power clean,hamstrings,2,barbell,40
Hang Snatch,hamstrings,1,barbell,30
Wide Stance Stiff Legs,hamstrings,1,barbell,30
Clean,hamstrings,1,barbell,30
Good Morning,hamstrings,2,barbell,30
Barbell stiff-legged deadlift,hamstrings,2,barbell,40
Romanian Deadlift,hamstrings,2,barbell,40
Sumo Deadlift with Chains,hamstrings,1,barbell,30
Sumo Deadlift with Bands,hamstrings,1,barbell,30
Good Morning off Pins,hamstrings,1,barbell,30
Stiff-Legged Deadlift,hamstrings,1,barbell,40
Snatch Pull,hamstrings,1,barbell,40
Hanging Bar Good Morning,hamstrings,1,barbell,30
Reverse Band Sumo Deadlift,hamstrings,1,barbell,30
Muscle Snatch,hamstrings,1,barbell,30
Split Snatch,hamstrings,1,barbell,30
Hang Snatch - Below Knees,hamstrings,1,barbell,30
30 Legs Sumo Deadlift,hamstrings,2,barbell,40
Kettlebell pass-through lunge,hamstrings,2,kettlebells,40
Kettlebell One-Legged Deadlift,hamstrings,2,kettlebells,40
Single-arm kettlebell clean,hamstrings,1,kettlebells,40
Single-leg kettlebell deadlift,hamstrings,2,kettlebells,40
Romanian Deadlift with Kettlebell,hamstrings,1,kettlebells,40
Single-arm kettlebell swing,hamstrings,2,kettlebells,40
Kettlebell Dead Clean,hamstrings,1,kettlebells,40
Alternating Hang Clean,hamstrings,1,kettlebells,40
One-Arm Open Palm Kettlebell Clean,hamstrings,1,kettlebells,40
Open Palm Kettlebell Clean,hamstrings,1,kettlebells,40
Kettlebell Hang Clean,hamstrings,1,kettlebells,40
Double Kettlebell Alternating Hang Clean,hamstrings,1,kettlebells,40
Romanian Deadlift With Dumbbells,hamstrings,1,dumbbell,40
Stiff-Legged Dumbbell Deadlift,hamstrings,2,dumbbell,40
Vertical Swing,hamstrings,1,dumbbell,25
Dumbbell Fix Dumbbell Swing,hamstrings,2,dumbbell,40
Dumbbell Lying Hamstring Curl,hamstrings,2,dumbbell,40
30 Legs Dumbbell Stiff-Legged Deadlift,hamstrings,2,dumbbell,40
Box jump,hamstrings,1,other,25
Box Jump (Multiple Response),hamstrings,2,other,25
Sled push-,hamstrings,1,other,30
Lying Hamstring,hamstrings,1,other,20
Chair Leg Extended Stretch,hamstrings,1,other,20
Suspended Leg Curl,hamstrings,1,other,40
Box Skip,hamstrings,1,other,25
Power Stairs,hamstrings,1,other,45
Seated Hamstring and Calf Stretch,hamstrings,1,other,20
Hamstring slide,hamstrings,1,other,40
Seated Band Hamstring Curl,hamstrings,2,other,40
Lying cable leg curl,hamstrings,2,cable,40
Standing cable leg curl,hamstrings,2,cable,40
Lying Leg Curls,hamstrings,1,machine,40
Glute Ham Raise,hamstrings,2,machine,30
Reverse Hyperextension,hamstrings,1,machine,40
Seated Leg Curl,hamstrings,2,machine,40
Standing Leg Curl,hamstrings,1,machine,40
Smith machine stiff-legged deadlift,hamstrings,1,machine,40
Lying Leg Curl - Gethin Variation,hamstrings,2,machine,40
Paul Carter Leg Extension,hamstrings,2,machine,40
Lying leg curl,hamstrings,2,machine,40
Seated Hamstring Curl - Gethin Variation,hamstrings,2,machine,40
Single-leg lying leg curl,hamstrings,2,machine,40
Leg curl,hamstrings,2,machine,40
Leg Extension - Gethin Variation,hamstrings,2,machine,40
Single-leg leg extension-,hamstrings,2,machine,40
Lying Hamstring Curls - Gethin Variation,hamstrings,2,machine,40
AM Seated Hamstring Curl,hamstrings,2,machine,40
UP Hamstring Curl,hamstrings,2,machine,40
30 Legs Leg Extension,hamstrings,2,machine,40
30 Legs Seated Leg Curl,hamstrings,2,machine,40
Natural Glute Ham Raise,hamstrings,1,bodyweight,40
Standing leg swing,hamstrings,1,bodyweight,20
Linear Acceleration Wall Drill,hamstrings,2,bodyweight,25
Knee Tuck Jump,hamstrings,2,bodyweight,25
Leg-Up Hamstring Stretch,hamstrings,2,bodyweight,20
Inchworm,hamstrings,1,bodyweight,20
Moving Claw Series,hamstrings,2,bodyweight,25
Lying groin stretch with band,hamstrings,2,bodyweight,20
90/90 Hamstring,hamstrings,1,bodyweight,20
World's greatest stretch,hamstrings,2,bodyweight,20
The Straddle,hamstrings,2,bodyweight,20
Prone Manual Hamstring,hamstrings,2,bodyweight,40
Knee To Chest,hamstrings,1,bodyweight,20
Hurdle Hops,hamstrings,2,bodyweight,25
Hip Stretch With Twist,hamstrings,1,bodyweight,20
Linear 3-Part Start Technique,hamstrings,2,bodyweight,25
Alternating Leg Swing,hamstrings,1,bodyweight,20
Single-leg balance and reach,hamstrings,1,bodyweight,20
High Kick,hamstrings,1,bodyweight,20
Boss Everline 10-Yard Sprints,hamstrings,2,bodyweight,40
Standing hamstring stretch,hamstrings,2,bodyweight,20
Reverse lunge,hamstrings,2,bodyweight,20
HM Alternating Cross Lunge,hamstrings,2,bodyweight,40
HM Alternating Front Kick,hamstrings,2,bodyweight,40
HM World's Greatest Stretch,hamstrings,2,bodyweight,20
HM Alternating Sprawl Kick-Through,hamstrings,2,bodyweight,40
HM Alternating Step-Back,hamstrings,2,bodyweight,40
HM Alternating Step-Up With Chair,hamstrings,2,bodyweight,40
HM Right Knee-Up,hamstrings,2,bodyweight,40
HM Low Lunge With External Twist,hamstrings,2,bodyweight,40
HM Ninja Crawl,hamstrings,2,bodyweight,40
HM Pigeon Stretch,hamstrings,2,bodyweight,40
Single-Leg Deadlift Walk,hamstrings,2,bodyweight,40
Total Fitness Hamstring Slide,hamstrings,2,bodyweight,40
30 Legs Walking Lunge,hamstrings,2,bodyweight,40
Glute ham raise-,hamstrings,1,bodyweight,40
Lying hamstring stretch with band,hamstrings,1,bodyweight,20
Upper Back-Leg Grab,hamstrings,1,bodyweight,20
Seated Hamstring,hamstrings,1,bodyweight,20
Alternating lunge jump,hamstrings,1,bodyweight,20
Runner's Stretch,hamstrings,2,bodyweight,20
Exercise ball leg curl,hamstrings,2,exercise ball,40
Ball Hamstring Hat Trick,hamstrings,2,exercise ball,40
Band-assisted pull-up,lats,2,bands,40
Assisted Chin-Up,lats,1,bands,40
UN Band Assisted Pull-up Pronated,lats,2,bands,40
UN Band Assisted Pull-up Neutral,lats,2,bands,40
UN Band Assisted Pull-up Supinated,lats,2,bands,40
FYR2 Monster Band Face-Pull Hold,lats,2,bands,40
Single-arm band low row,lats,2,bands,40
Latissimus dorsi SMR,lats,2,foam roll,20
Bent-arm barbell pull-over,lats,2,barbell,40
Barbell pull-over to press,lats,1,barbell,40
Single-arm barbell bent-over row,lats,2,barbell,40
Reverse Barbell Row,lats,2,barbell,40
Side kick-through to kettlebell high pull,lats,2,kettlebells,40
FYR2 Alternating Kettlebell Snatch,lats,2,kettlebells,40
FYR2 Alternating Kettlebell Swing,lats,2,kettlebells,40
FYR2 American Kettlebell Swing,lats,2,kettlebells,40
FYR2 Double-Kettlebell Standing Clean,lats,2,kettlebells,40
FYR2 Kettlebell Swing High Pull,lats,2,kettlebells,40
FYR2 Kettlebell Swing-Clean-Press Combo,lats,2,kettlebells,40
FYR2 Kettlebell Swing-Clean-Press-Row Combo,lats,2,kettlebells,40
FYR2 Single-Arm Kettlebell Clean,lats,2,kettlebells,40
FYR2 Single-Arm Kettlebell Swing,lats,2,kettlebells,40
PJR pull-over-,lats,2,dumbbell,40
Dumbbell seal row,lats,2,dumbbell,40
Incline Dumbbell Row - Gethin Variation,lats,2,dumbbell,40
FYR Bent-Over Dumbbell Row,lats,2,dumbbell,40
Straight-Arm Dumbbell Pull-Over - Gethin Variation,lats,2,dumbbell,40
Bent-Over Dumbbell Row - Gethin Variation,lats,2,dumbbell,40
Bent-over dumbbell rear delt fly,lats,2,dumbbell,40
Band Resisted Dumbbell Row,lats,2,dumbbell,40
Holman Right Arm Weighted Half Jack,lats,2,dumbbell,40
Holman Left Arm Weighted Half Jack,lats,2,dumbbell,40
Holman Renegade Row,lats,2,dumbbell,40
Holman Renegade Row with Opposite Foot Step-Out,lats,2,dumbbell,40
Holman Renegade Row to Weighted Burpee,lats,2,dumbbell,40
Holman Weighted Double-Arm Cross Punch,lats,2,dumbbell,40
Holman Standing Flat Back Row,lats,2,dumbbell,40
Total Fitness Dumbbell Isometric Row Hold,lats,2,dumbbell,40
Dumbbell renegade row,lats,2,dumbbell,40
MetaBurn Bent-Over Row to Rear-Delt Raise,lats,2,dumbbell,40
FYR2 Bent-Over Reverse Fly,lats,2,dumbbell,40
Weighted pull-up,lats,2,other,40
Rocky Pull-Ups/Pulldowns,lats,1,other,40
Gironda Sternum Chins,lats,1,other,40
Floor rope climb,lats,1,other,40
Overhead Lat,lats,1,other,20
Around-the-world pull-up,lats,1,other,40
L-sit chin-up,lats,1,other,40
Back Flyes - Gethin Variation,lats,2,other,40
Incline straight-arm pull-over,lats,2,other,40
Machine high row,lats,2,other,40
AM T-Bar Row,lats,2,other,40
Assisted Single-Arm Pull-Up,lats,3,other,40
Assisted Single-Arm Chin-Up,lats,3,other,40
Holman Renegade Punch-Under,lats,2,other,40
Holman Renegade Row to Split Jump,lats,2,other,40
Holman Dirty Dog to Renegade Row,lats,2,other,40
Holman Renegade Row to Side Punch to Forward Punch,lats,2,other,40
Standing dumbbell knee crunch,lats,2,other,40
Close-grip pull-down,lats,2,cable,40
Shotgun row,lats,2,cable,40
Close-Grip Front Lat Pulldown,lats,2,cable,40
Straight-arm rope pull-down,lats,2,cable,40
Lat pull-down,lats,2,cable,40
Straight-Arm Pulldown,lats,2,cable,40
Single-arm kneeling lat pull-down,lats,1,cable,40
Elevated Cable Rows,lats,1,cable,40
Full Range-Of-Motion Lat Pulldown,lats,1,cable,40
Kneeling lat pull-down,lats,2,cable,40
Behind-the-neck pull-down,lats,2,cable,40
Straight-arm cable pull-over,lats,2,cable,40
Cable Straight-Arm Pulldown - Gethin Variation,lats,2,cable,40
Rope Lat Pull-down - Gethin Variation,lats,2,cable,40
Straight-Arm Pull-Down - Gethin Variation,lats,2,cable,40
High-cable standing row,lats,2,cable,40
Lat Pull-down - Gethin Variation,lats,2,cable,40
Wide-Grip Lat Pull-Down - Gethin Variation,lats,2,cable,40
Behind-The-Neck Pull-Down - Gethin Variation,lats,2,cable,40
Single-Arm Cable Row - Gethin Variation,lats,2,cable,40
Scapular Rows,lats,2,cable,40
Standing V-Grip Cable Rows,lats,2,cable,40
AM Close-Grip Pull-Down,lats,2,cable,40
AM Wide-Grip Pull-Down,lats,2,cable,40
UP Lat Pull-Down,lats,2,cable,40
Reverse-grip lat pull-down,lats,2,machine,40
Machine seated row,lats,1,machine,40
Machine-assisted pull-up,lats,1,machine,40
Single-arm pull-down,lats,2,machine,40
Chest-Supported Smith Machine Row - Gethin Variation,lats,2,machine,40
Single-arm machine high row,lats,2,machine,40
Machine Pull-Over - Gethin Variation,lats,2,machine,40
Seated Machine Row - Gethin Variation,lats,2,machine,40
Wide-Grip Machine Row,lats,2,machine,40
King Maker Lat Pull-Down,lats,2,machine,40
Robertson Half-Kneeling Landmine Press,lats,2,machine,40
Pullups,lats,2,bodyweight,40
Pull-up,lats,1,bodyweight,40
Muscle Up,lats,2,bodyweight,40
Rope climb,lats,2,bodyweight,40
Wide-Grip Rear Pull-Up,lats,1,bodyweight,40
Side To Side Chins,lats,2,bodyweight,40
Neutral-grip pull-up,lats,2,bodyweight,40
Kipping Muscle Up,lats,2,bodyweight,40
One Arm Against Wall,lats,2,bodyweight,20
One Handed Hang,lats,2,bodyweight,20
Standing side bend stretch,lats,2,bodyweight,20
Burpee to pull-up,lats,2,bodyweight,25
Negative pull-up,lats,2,bodyweight,40
Chin-Up,lats,2,bodyweight,40
HM Superman Lat Pull,lats,2,bodyweight,40
AM Pull-Up,lats,2,bodyweight,40
UP Chin-Up,lats,2,bodyweight,40
Holman Alternating Forward and Side Punch,lats,2,bodyweight,40
Jump to pull-up,lats,2,bodyweight,40
Bent-over scapular slide,lats,2,bodyweight,40
Iron cross stretch,lats,2,bodyweight,40
Total Fitness Standing Lat Stretch,lats,2,bodyweight,40
King Maker Pull-Up,lats,2,bodyweight,40
Medicine ball slam,lats,2,medicine ball,25
Catch and Overhead Throw,lats,1,medicine ball,25
FYR2 Bent-Over Medicine Ball Slam,lats,2,medicine ball,40
Dynamic Back Stretch,lats,1,bodyweight,20
Chair Lower Back Stretch,lats,1,bodyweight,20
Side-Lying Floor Stretch,lats,1,bodyweight,20
Band good morning-,lower back,2,bands,40
FYR2 Monster Banded Good Morning,lower back,2,bands,40
Band deadlift,lower back,2,bands,40
Lower back SMR,lower back,2,foam roll,20
Barbell deficit deadlift,lower back,1,barbell,30
Deadlift with Bands,lower back,1,barbell,30
Deadlift with Chains,lower back,1,barbell,30
Rack Pull with Bands,lower back,1,barbell,30
Rack pull,lower back,2,barbell,30
Seated Good Mornings,lower back,1,barbell,30
Stiff Leg Barbell Good Morning,lower back,1,barbell,40
Reverse Band Deadlift,lower back,1,barbell,30
Paul Carter Romanian Deadlift,lower back,2,barbell,40
TBS Good Morning,lower back,2,barbell,40
TBS Romanian Deadlift,lower back,2,barbell,40
Barbell deadlift-,lower back,2,barbell,40
Deadlift - Gethin Variation,lower back,2,barbell,40
Barbell good morning,lower back,2,barbell,40
UP Conventional Deadlift,lower back,2,barbell,40
